Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired
Terra e TV,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",TV,"['Aniplex', 'Mainichi Broadcasting System', 'SKY Perfect Well Think']","['Tokyo Kids', 'Minami Machi Bugyousho']",8.02,13874.0,1931.0,43298.0,24.0,Manga,"Apr 7, 2007 to Sep 22, 2007"
Ookiku Furikabutte,"['Comedy', 'Sports']",TV,"['Aniplex', 'Mainichi Broadcasting System', 'TBS', 'Kodansha', 'Movic', 'Rakuonsha']",['A-1 Pictures'],8.06,25361.0,1474.0,60465.0,25.0,Manga,"Apr 13, 2007 to Sep 28, 2007"
Skull Man,"['Action', 'Mystery', 'Super Power']",TV,"['Geneon Universal Entertainment', 'Diomedea']",['Bones'],6.75,6044.0,2975.0,20028.0,13.0,Manga,"Apr 29, 2007 to Jul 22, 2007"
Koutetsu Sangokushi,"['Adventure', 'Historical', 'Shounen']",TV,['Nihon Ad Systems'],['Picture Magic'],6.37,1985.0,4794.0,7249.0,25.0,Unknown,"Apr 6, 2007 to Sep 28, 2007"
AIKa R16 Virgin Mission,"['Action', 'Ecchi', 'Comedy']",OVA,['Bandai Visual'],['Studio Fantasia'],6.06,7069.0,3386.0,15554.0,3.0,Unknown,"Apr 25, 2007 to Oct 26, 2007"
Dennou Coil,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi']",TV,"['Bandai Visual', 'NHK', 'Tokuma Shoten']",['Madhouse'],8.15,29202.0,1020.0,95378.0,26.0,Original,"May 12, 2007 to Dec 1, 2007"
Gegege no Kitarou 2007,"['Comedy', 'Horror', 'Fantasy']",TV,,['Toei Animation'],7.06,422.0,6673.0,2531.0,100.0,Manga,"Apr 1, 2007 to Mar 29, 2009"
Doujin Work,"['Slice of Life', 'Comedy']",TV,"['m.o.e.', 'Media Factory', 'Half H.P Studio', 'Houbunsha', 'Index', 'Toranoana']",['Remic'],6.86,10982.0,2914.0,22364.0,12.0,4-koma manga,"Jul 4, 2007 to Sep 19, 2007"
Clannad,"['Slice of Life', 'Comedy', 'Romance', 'Supernatural', 'School', 'Drama']",TV,"['Pony Canyon', 'TBS', 'Movic', 'Animation Do']",['Kyoto Animation'],8.21,422132.0,45.0,737991.0,23.0,Visual novel,"Oct 5, 2007 to Mar 28, 2008"
Sakura Taisen New York,"['Adventure', 'Comedy', 'Supernatural']",OVA,"['AIC', 'Sega']",,6.44,602.0,7607.0,2029.0,6.0,Unknown,"Apr 4, 2007 to Aug 1, 2007"
Ice,"['Action', 'Military', 'Sci-Fi', 'Shoujo Ai', 'Yuri']",OVA,,['PPM'],5.57,2680.0,5045.0,6112.0,3.0,Original,"May 25, 2007 to Sep 25, 2007"
Sousei no Aquarion OVA,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Super Power', 'Supernatural']",OVA,,['Satelight'],7.13,3550.0,4491.0,8524.0,2.0,Original,"May 25, 2007 to Nov 22, 2007"
Detective Conan Movie 11 Jolly Roger in the Deep Azure,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",Movie,['Big Bang'],['TMS Entertainment'],7.61,14399.0,2635.0,24181.0,1.0,Manga,"Apr 21, 2007"
Crayon Shinchan Movie 15 Arashi wo Yobu Utau Ketsu dake Bakudan,"['Comedy', 'Ecchi', 'School', 'Seinen']",Movie,"['TV Asahi', 'Futabasha']",,6.99,558.0,8169.0,1445.0,1.0,Manga,"Apr 21, 2007"
Kouchuu Ouja Mushiking Super Battle Movie Yami no Kaizou Kouchuu,"['Adventure', 'Fantasy']",Movie,['Sega'],,5.96,50.0,11796.0,266.0,1.0,Card game,"Mar 21, 2007"
Hokuto no Ken Raoh Gaiden Gekitouhen,"['Action', 'Adventure', 'Martial Arts', 'Romance']",Movie,,['Toei Animation'],7.62,2703.0,4951.0,5971.0,1.0,Unknown,"Apr 28, 2007"
Kino no Tabi The Beautiful World  Byouki no Kuni  For You,"['Adventure', 'Drama', 'Fantasy']",Movie,,['Shaft'],7.79,14921.0,2309.0,31194.0,1.0,Light novel,"Apr 21, 2007"
Kiddy Grade Ignition,"['Action', 'Mecha', 'Sci-Fi', 'Super Power']",Movie,['gimik'],"['Gonzo', 'Asread']",7.13,1092.0,6206.0,3827.0,1.0,Original,"Apr 7, 2007"
Highlander The Search for Vengeance,"['Action', 'Horror', 'Sci-Fi']",Movie,['Imagi'],['Madhouse'],6.85,6309.0,3862.0,11703.0,1.0,Unknown,"Feb 14, 2007"
Tokimeki Memorial Forever With You,"['Drama', 'Romance', 'School']",OVA,,['Studio Pierrot'],6.2,660.0,7721.0,1957.0,2.0,Game,"Jun 17, 1999 to Oct 8, 1999"
Slow Step,"['Slice of Life', 'Comedy', 'Sports', 'Romance', 'School', 'Shoujo']",OVA,['Youmex'],,6.73,524.0,7819.0,1636.0,5.0,Manga,"Jun 1, 1991 to Nov 1, 1991"
TANK SWAT 01,"['Police', 'Mecha']",OVA,,,5.07,708.0,7929.0,1677.0,1.0,Unknown,"Mar 24, 2006"
Robot Carnival,"['Fantasy', 'Sci-Fi']",OVA,,['APPP'],7.39,3873.0,3827.0,9747.0,1.0,Original,"Jul 21, 1987"
Ayanechan High Kick,"['Comedy', 'Shounen', 'Sports']",OVA,"['Rikuentai', 'Nikkatsu']",,6.0,1467.0,6521.0,2990.0,2.0,Unknown,"Jan 21, 1997 to Apr 25, 1997"
Words Worth Gaiden,"['Action', 'Adventure', 'Fantasy', 'Hentai']",OVA,['Green Bunny'],['Arms'],5.93,1156.0,6790.0,2865.0,2.0,Visual novel,"Jul 25, 2002 to Sep 25, 2002"
Maid no Yakata Zetsubouhen,['Hentai'],OVA,['Y.O.U.C'],,5.54,478.0,8194.0,1577.0,2.0,Unknown,"Sep 6, 2002 to Dec 13, 2002"
Shuudan Chikan Densha,['Hentai'],OVA,['Y.O.U.C'],,6.03,477.0,8452.0,1339.0,2.0,Visual novel,"Jun 10, 2005 to Sep 9, 2005"
Maid in Heaven SuperS,['Hentai'],OVA,"['Green Bunny', 'Shinkuukan']",,6.55,2093.0,5266.0,4962.0,2.0,Visual novel,"Oct 28, 2005 to Nov 25, 2005"
Shinseiki Inma Seiden,"['Hentai', 'Supernatural', 'School']",OVA,['Green Bunny'],['Arms'],6.23,471.0,7922.0,1701.0,6.0,Original,"Mar 25, 2001 to Oct 25, 2002"
Tsubaki Iro no Purijioone,['Hentai'],OVA,"['Green Bunny', 'Shinkuukan']",,5.46,299.0,9091.0,1021.0,3.0,Visual novel,"Jun 25, 2002 to Dec 21, 2002"
Waver,['Hentai'],OVA,['Milky Animation Label'],,6.28,917.0,7189.0,2412.0,3.0,Unknown,"Sep 21, 2001 to Apr 25, 2002"
Saiunkoku Monogatari Recaps,"['Adventure', 'Comedy', 'Historical', 'Drama', 'Romance', 'Fantasy']",Special,,['Madhouse'],7.41,903.0,6201.0,3780.0,9.0,Unknown,"Mar 1, 2007 to Mar 24, 2007"
Mejoku,['Hentai'],OVA,['Y.O.U.C'],,6.41,1464.0,6082.0,3661.0,2.0,Visual novel,"Dec 10, 2004 to Mar 11, 2005"
Heisa Byouin,['Hentai'],OVA,['Y.O.U.C'],,6.06,594.0,7825.0,1768.0,2.0,Original,"Dec 12, 2003 to Mar 12, 2004"
Genmu Senki Leda,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mecha', 'Sci-Fi']",OVA,['Kaname Productions'],,6.24,1112.0,6413.0,2718.0,1.0,Unknown,"Mar 1, 1985"
Aa Megamisama Sorezore no Tsubasa Specials,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",Special,['AIC'],,7.61,9825.0,3106.0,19224.0,2.0,Manga,"Feb 23, 2007"
Chirin no Suzu,"['Adventure', 'Drama', 'Fantasy']",Movie,,['Sanrio'],7.17,2348.0,4978.0,5148.0,1.0,Picture book,"Mar 11, 1978"
Muteki Choujin Zanbot 3,"['Action', 'Mecha', 'Drama', 'Sci-Fi', 'Shounen']",TV,"['Sotsu', 'Nagoya TV Housou']",['Sunrise'],7.11,618.0,7182.0,2116.0,23.0,Original,"Oct 8, 1977 to Mar 25, 1978"
Pokemon Movie 09 Pokemon Ranger to Umi no Ouji Manaphy,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Kids']",Movie,['Studio Jack'],['OLM'],6.98,26770.0,1812.0,43405.0,1.0,Game,"Jul 15, 2006"
Waga Seishun no Arcadia,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space']",Movie,,['Toei Animation'],7.67,2397.0,5028.0,5603.0,1.0,Unknown,"Jul 28, 1982"
Waga Seishun no Arcadia Mugen Kidou SSX,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space']",TV,['TBS'],['Toei Animation'],7.56,1146.0,6065.0,3439.0,22.0,Unknown,"Oct 13, 1982 to Mar 30, 1983"
Karakurizoushi Ayatsuri Sakon,"['Mystery', 'Horror', 'Thriller', 'Shounen']",TV,['WOWOW'],['TMS Entertainment'],7.48,2084.0,4603.0,7456.0,26.0,Manga,"Oct 8, 1999 to Mar 31, 2000"
Bakuretsu Tenshi Infinity,"['Action', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,,['Gonzo'],6.88,5732.0,3820.0,12737.0,1.0,Original,"Mar 23, 2007"
Galaxy Angel Music Collection Shouen to Shien no Cassoulet,"['Sci-Fi', 'Comedy']",OVA,"['Bandai Visual', 'Broccoli']",['Madhouse'],7.08,969.0,7297.0,2459.0,1.0,Unknown,"Apr 25, 2002"
Hamelin no Violin Hiki The Movie,"['Adventure', 'Comedy', 'Fantasy']",Movie,['Pony Canyon'],['Nippon Animation'],6.56,770.0,7993.0,1756.0,1.0,Manga,"Apr 20, 1996"
Flutter of Birds II Tenshitachi no Tsubasa,"['Drama', 'Hentai', 'Romance']",OVA,['Silky’s'],['Arms'],5.63,315.0,9058.0,1037.0,2.0,Visual novel,"May 23, 2003 to Aug 22, 2003"
VGNeo The Animation,"['Action', 'Martial Arts', 'Hentai']",OVA,['Milky Animation Label'],['Studio Jam'],5.83,878.0,7119.0,2416.0,3.0,Visual novel,"Feb 25, 2004 to Jan 25, 2005"
Tooi Sekai,"['Romance', 'Drama']",ONA,,,6.51,8067.0,3814.0,12615.0,1.0,Unknown,"Feb 1, 1999"
Jumping,['Adventure'],Movie,['Tezuka Productions'],,6.59,1787.0,6690.0,2898.0,1.0,Original,"Jun, 1984"
Bakuretsu Tenshi Infinity Special,"['Action', 'Sci-Fi', 'Mecha']",Special,['Media Factory'],['Gonzo'],6.88,1489.0,5649.0,4977.0,1.0,Original,"Mar 23, 2007"
Black Jack TV,['Drama'],TV,['Yomiuri Telecasting'],['Tezuka Productions'],7.71,6341.0,2937.0,19897.0,61.0,Manga,"Oct 11, 2004 to Mar 6, 2006"
Black Jack 21,"['Action', 'Drama']",TV,"['Avex Entertainment', 'Yomiuri Telecasting']",['Tezuka Productions'],7.7,2928.0,4486.0,7821.0,17.0,Unknown,"Apr 10, 2006 to Sep 4, 2006"
Shigurui,"['Action', 'Historical', 'Psychological', 'Drama', 'Martial Arts', 'Samurai', 'Seinen']",TV,"['Geneon Universal Entertainment', 'WOWOW', 'Akita Shoten']",['Madhouse'],7.5,21548.0,1356.0,65967.0,12.0,Manga,"Jul 19, 2007 to Oct 11, 2007"
Hand Maid May Akiramemasen,"['Ecchi', 'Comedy', 'Harem', 'Romance', 'Sci-Fi']",Special,,['Production Reed'],6.82,3725.0,4948.0,6621.0,1.0,Unknown,"Feb 21, 2001"
Fujimi 2choume Koukyougakudan,"['Drama', 'Music', 'Psychological', 'Romance', 'Slice of Life', 'Yaoi']",OVA,['AIC'],,5.7,3011.0,5235.0,5726.0,1.0,Light novel,"Jul 22, 1997"
Ryokunohara Meikyuu,"['Dementia', 'Drama', 'Psychological', 'Romance', 'Shounen Ai']",OVA,['Victor Entertainment'],['AIC'],5.19,1036.0,6959.0,2583.0,1.0,Manga,"May 25, 1990"
BeBoy Kidnappn Idol,"['Drama', 'Shounen Ai']",OVA,,['AIC'],5.65,2888.0,5146.0,5434.0,1.0,Original,"Dec 22, 1989"
Aishite Knight,"['Comedy', 'Romance', 'Shoujo']",TV,,['Toei Animation'],6.77,1859.0,5441.0,4761.0,42.0,Manga,"Mar 1, 1983 to Jan 24, 1984"
Dr Slump Aralechan,"['Comedy', 'Sci-Fi', 'Shounen', 'Slice of Life']",TV,['Fuji TV'],['Toei Animation'],7.27,2430.0,4447.0,7515.0,243.0,Manga,"Apr 8, 1981 to Feb 19, 1986"
Maple Town Monogatari,"['Slice of Life', 'Fantasy']",TV,,['Toei Animation'],6.92,419.0,8467.0,1248.0,52.0,Unknown,"Jan 19, 1986 to Jan 11, 1987"
Alps no Shoujo Heidi,"['Drama', 'Historical', 'Slice of Life']",TV,['Fuji TV'],['Nippon Animation'],7.27,8686.0,3135.0,16206.0,52.0,Book,"Jan 6, 1974 to Dec 29, 1974"
Mori no Tontotachi,"['Fantasy', 'Kids']",TV,['Fuji TV'],"['Nippon Animation', 'Shaft']",6.17,130.0,11187.0,355.0,23.0,Unknown,"Oct 5, 1984 to Mar 29, 1985"
Lady Lady,"['Drama', 'Historical']",TV,,['Toei Animation'],7.66,1466.0,6190.0,3420.0,21.0,Manga,"Oct 21, 1987 to Mar 23, 1988"
Honoo no Toukyuuji Dodge Danpei,"['Comedy', 'Sports']",TV,"['TV Tokyo', 'Shogakukan Productions', 'Animation 21']",,7.44,1576.0,6671.0,2850.0,47.0,Unknown,"Oct 14, 1991 to Sep 21, 1992"
Dragon Quest Dai no Daibouken TV,"['Adventure', 'Comedy', 'Demons', 'Magic', 'Martial Arts', 'Fantasy', 'Shounen']",TV,,['Toei Animation'],7.75,5969.0,3666.0,11788.0,46.0,Manga,"Oct 17, 1991 to Sep 24, 1992"
Hana no Ko Lunlun,"['Adventure', 'Drama', 'Magic', 'Shoujo']",TV,"['TV Asahi', 'Asatsu DK']",['Toei Animation'],6.97,814.0,6776.0,2648.0,50.0,Original,"Feb 9, 1979 to Feb 8, 1980"
Miyuki,"['Romance', 'School', 'Shounen']",TV,['Kitty Films'],,6.87,440.0,7448.0,1933.0,37.0,Manga,"Mar 31, 1983 to Apr 20, 1984"
Funny Pets,['Comedy'],TV,['KBS'],,4.66,165.0,10496.0,502.0,12.0,Unknown,"Jan 11, 2006 to Mar 29, 2006"
Ochaken Chokotto Monogatari,"['Comedy', 'Kids']",TV,['Four Some'],,6.41,283.0,9801.0,780.0,26.0,Unknown,"Oct 6, 2003 to Apr 1, 2004"
PandaZ The Robonimation,"['Action', 'Comedy', 'Kids', 'Mecha', 'Parody', 'Sci-Fi', 'Shounen']",TV,"['Bee Media', 'Dynamic Planning']",,6.45,511.0,8252.0,1552.0,30.0,Unknown,"Apr 12, 2004 to Oct 4, 2004"
Mizu no Kotoba,"['Drama', 'Psychological', 'Sci-Fi']",Special,,['Studio Rikka'],6.93,10893.0,3170.0,18509.0,1.0,Original,"Oct 26, 2002"
Toki wo Kakeru Shoujo,"['Sci-Fi', 'Adventure', 'Drama', 'Romance']",Movie,"['Kadokawa Shoten', 'Bandai', 'Memory-Tech', 'Happinet Pictures']",['Madhouse'],8.35,248870.0,130.0,410159.0,1.0,Novel,"Jul 15, 2006"
Rozen Maiden Meitantei Kunkun  Duell Walzer,"['Comedy', 'Mystery']",Special,['Mellow Head'],['Nomad'],6.57,7232.0,3575.0,15024.0,1.0,Manga,"Apr 27, 2006"
Fuyu no Semi,"['Drama', 'Historical', 'Romance', 'Samurai', 'Yaoi']",OVA,['On-Lead'],['Venet'],7.7,7445.0,3539.0,14472.0,3.0,Manga,"Feb 23, 2007 to Apr 27, 2007"
Sei Michaela Gakuen Hyouryuuki,['Hentai'],OVA,,,4.94,149.0,9949.0,645.0,2.0,Unknown,"Jun 22, 1990 to Jul 25, 1991"
Sei Michaela Gakuen Hyouryuuki II,['Hentai'],OVA,,['J.C.Staff'],4.62,184.0,9978.0,650.0,2.0,Unknown,"Oct 21, 1994 to Nov 25, 1995"
Sei Michaela Gakuen Hyouryuuki II,['Hentai'],OVA,,['J.C.Staff'],4.62,184.0,9976.0,650.0,2.0,Unknown,"Oct 21, 1994 to Nov 25, 1995"
Rakugo Tennyo Oyui,"['Comedy', 'Historical']",TV,['Three Fat Samurai'],['TNK'],6.11,201.0,8455.0,1342.0,12.0,Unknown,"Jan 5, 2006 to Mar 23, 2006"
Seraphim Call,"['Romance', 'Drama', 'Sci-Fi']",TV,"['d-rights', 'TV Tokyo Music', 'Banpresto']",['Sunrise'],6.08,722.0,6639.0,2957.0,12.0,Original,"Oct 6, 1999 to Dec 22, 1999"
Mononoke,"['Mystery', 'Historical', 'Horror', 'Demons', 'Psychological', 'Supernatural', 'Fantasy', 'Seinen']",TV,['Fuji TV'],['Toei Animation'],8.46,36858.0,683.0,125655.0,12.0,Original,"Jul 13, 2007 to Sep 28, 2007"
Naruto Dai Katsugeki Yuki Hime Shinobu Houjou Dattebayo  Konoha no Sato no Dai Undouaki,"['Action', 'Fantasy', 'Martial Arts', 'Sports', 'Comedy', 'Shounen']",Special,"['Bandai', 'TV Tokyo Music']",['Studio Pierrot'],6.95,31816.0,1701.0,53393.0,1.0,Original,"Aug 21, 2004"
Roots Search Shokushin Buttai X,"['Sci-Fi', 'Space', 'Horror']",OVA,"['Nippon Columbia', 'Hiro Media']",,4.21,815.0,7868.0,1680.0,1.0,Original,"Sep 10, 1986"
Baccano,"['Action', 'Mystery', 'Comedy', 'Historical', 'Supernatural']",TV,"['Aniplex', 'Sakura Create', 'Happinet Pictures']",['Brain&#039;s Base'],8.49,221448.0,96.0,480972.0,13.0,Light novel,"Jul 27, 2007 to Nov 2, 2007"
Devilman,"['Action', 'Demons', 'Horror', 'Supernatural']",TV,['Dynamic Planning'],['Toei Animation'],6.47,2112.0,3572.0,11202.0,39.0,Manga,"Jul 8, 1972 to Apr 7, 1973"
Mazinger Z,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",TV,['Dynamic Planning'],['Toei Animation'],7.42,2851.0,4265.0,8152.0,92.0,Manga,"Dec 3, 1972 to Sep 1, 1974"
Sentou Mecha Xabungle,"['Military', 'Sci-Fi', 'Mecha', 'Shounen']",TV,['Sotsu'],['Sunrise'],7.8,555.0,6974.0,2285.0,50.0,Original,"Feb 6, 1982 to Jan 29, 1983"
Choujuu Kishin Dancougar,"['Action', 'Sci-Fi', 'Mecha']",TV,['Ashi Production'],['Production Reed'],6.74,573.0,6876.0,2459.0,38.0,Unknown,"Apr 5, 1985 to Dec 27, 1985"
Choujuu Kishin Dancougar Ushinawareta Monotachi e no Requiem,"['Action', 'Drama', 'Mecha']",OVA,['Ashi Production'],['Production Reed'],6.36,309.0,9433.0,825.0,1.0,Unknown,"Apr 21, 1986"
Taiyou no Kiba Dagram,"['Mecha', 'Military', 'Drama', 'Sci-Fi', 'Shounen']",TV,,['Sunrise'],7.82,566.0,6815.0,2633.0,75.0,Unknown,"Oct 23, 1981 to Mar 25, 1983"
Choro Q Dagram,"['Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",Movie,,['Sunrise'],5.51,168.0,10504.0,499.0,1.0,Unknown,"Jul 9, 1983"
Dr Rin ni Kiitemite,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'School', 'Shoujo']",TV,['Nihon Ad Systems'],['Studio Comet'],6.9,536.0,7162.0,2354.0,51.0,Manga,"Mar 5, 2001 to Feb 25, 2002"
KiramekiProject,"['Ecchi', 'Mecha', 'Comedy', 'Sci-Fi']",OVA,,['Studio Fantasia'],6.35,448.0,8480.0,1371.0,5.0,Unknown,"Jun 24, 2005 to Feb 24, 2006"
MaliceDoll,"['Horror', 'Psychological', 'Sci-Fi']",OVA,['GAGA'],,5.78,850.0,7218.0,2099.0,3.0,Original,"Apr 27, 2001 to Jun 22, 2001"
Sin The Movie,"['Action', 'Sci-Fi', 'Horror', 'Police', 'Supernatural']",OVA,,['Phoenix Entertainment'],5.22,1991.0,6254.0,3593.0,1.0,Game,"Oct 24, 2000"
SonictheHedgehog,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",OVA,['Sega'],['Studio Pierrot'],6.86,6175.0,4057.0,9584.0,2.0,Game,"Jan 26, 1996"
Jungle Taitei Movie 1997,"['Adventure', 'Fantasy']",Movie,['Shochiku'],['Tezuka Productions'],7.18,1085.0,7128.0,2236.0,1.0,Manga,"Aug 1, 1997"
Transformers the Movie,"['Action', 'Mecha']",Movie,['Hasbro'],['Toei Animation'],7.9,5779.0,4133.0,8755.0,1.0,Unknown,"Aug 9, 1986"
Red Garden Dead Girls,"['Mecha', 'Mystery']",OVA,"['GDH', 'Sotsu Music Publishing']",['Gonzo'],6.45,2752.0,5038.0,6359.0,1.0,Original,"Aug 8, 2007"
Tatakae Chou Robot Seimeitai Transformers,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",TV,"['Hasbro', 'AKOM']",['Toei Animation'],7.62,3522.0,4879.0,6452.0,98.0,Unknown,"Jul 6, 1985 to Jun 26, 1987"
Mobile Suit Gundam SEED Special Edition,"['Action', 'Space', 'Mecha', 'Military', 'Sci-Fi']",Special,"['Asatsu DK', 'Atelier Musa']",['Sunrise'],7.43,3546.0,4587.0,7998.0,3.0,Original,"Aug 27, 2004 to Oct 22, 2004"
Mahou no Princess Minky Momo Yume no Naka no Rondo,"['Magic', 'Shoujo']",OVA,,['Production Reed'],6.69,327.0,9129.0,926.0,1.0,Unknown,"Jul 28, 1985"
Mobile Suit Gundam Wing Endless Waltz Movie,"['Action', 'Space', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",Movie,"['Bandai Visual', 'Sotsu']",['Sunrise'],7.92,26247.0,2014.0,41164.0,1.0,Original,"Aug 1, 1998"
CLAMP in Wonderland,['Music'],Music,['Madhouse'],['Animate Film'],6.94,8049.0,3694.0,13576.0,1.0,Unknown,"Nov 21, 1994"
Saishuu Chikan Densha,['Hentai'],OVA,['T-Rex'],,6.56,1102.0,6658.0,2948.0,3.0,Visual novel,"Sep 25, 2002 to Feb 25, 2003"
Shin Saishuu Chikan Densha,['Hentai'],OVA,"['Milky Animation Label', 'T-Rex']",,6.58,894.0,6910.0,2639.0,3.0,Visual novel,"Aug 25, 2004 to May 25, 2005"
Mahou Yuugi 2D,"['Adventure', 'Comedy', 'Magic', 'Fantasy']",ONA,"['Starchild Records', 'Imagica', 'Arcturus']",['AIC'],6.47,777.0,7214.0,2231.0,24.0,Original,"Nov 16, 2001 to May 3, 2002"
Mahou Yuugi 3D,"['Comedy', 'Magic']",OVA,"['Starchild Records', 'Imagica']",['AIC'],5.78,587.0,8629.0,1315.0,1.0,Original,"Dec 29, 2001"
Nagagutsu wo Haita Neko,"['Kids', 'Adventure', 'Fantasy']",Movie,,['Toei Animation'],7.15,1253.0,7239.0,2231.0,1.0,Unknown,"Mar 18, 1969"
Jikuu Tantei Genshikun,"['Adventure', 'Comedy', 'Fantasy', 'Mystery', 'Sci-Fi', 'Shounen']",TV,"['Nihon Ad Systems', 'Sanrio']",['Group TAC'],6.37,3234.0,4945.0,6426.0,39.0,Original,"Oct 1, 1998 to Jun 24, 1999"
Tezuka Osamu no Kyuuyaku Seisho Monogatari In the Beginning,['Historical'],TV,,['Tezuka Productions'],6.62,112.0,9796.0,623.0,26.0,Unknown,"Apr 1, 1997 to May 9, 1997"
Red Baron,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",TV,"['TV Asahi', 'Tokyo Movie Shinsha']",,7.22,639.0,7674.0,1628.0,49.0,Unknown,"Apr 5, 1994 to Mar 28, 1995"
Transformers Car Robots,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,"['TV Tokyo', 'Nihon Ad Systems']",['Studio Gallop'],6.67,1563.0,6694.0,2979.0,39.0,Unknown,"Apr 5, 2000 to Dec 27, 2000"
DICE,"['Action', 'Adventure', 'Kids', 'Mecha', 'Sci-Fi', 'Shounen']",TV,,['Xebec'],6.36,1522.0,6513.0,3227.0,40.0,Unknown,"Dec 6, 2005 to Sep 19, 2006"
Little Nemo,"['Adventure', 'Fantasy']",Movie,['Tokyo Movie Shinsha'],,7.42,3253.0,4989.0,5974.0,1.0,Picture book,"Jul 15, 1989"
Fighting Foodons,"['Adventure', 'Comedy', 'Fantasy', 'Game', 'Shounen']",TV,"['Group TAC', 'Kodansha']",,6.2,1283.0,6526.0,3148.0,26.0,Unknown,"Dec 11, 2001 to Jun 25, 2002"
Akihabara Dennougumi,"['Adventure', 'Mecha', 'Sci-Fi', 'Shoujo']",TV,"['Asahi Production', 'GANSIS', 'Audio Tanaka', 'Nichion']",['Production Reed'],6.65,1757.0,5598.0,4689.0,26.0,Original,"Apr 4, 1998 to Sep 26, 1998"
Akihabara Dennougumi 2011nen no Natsuyasumi,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",Movie,"['GANSIS', 'Audio Tanaka']",['Production I.G'],6.82,640.0,8108.0,1642.0,1.0,Original,"Aug 14, 1999"
Superflat Monogram,"['Adventure', 'Fantasy']",Special,,['Toei Animation'],6.65,3254.0,5210.0,5653.0,1.0,Original,2003
Bouken Iczer 3,"['Action', 'Adventure', 'Sci-Fi']",OVA,['Artmic'],"['AIC', 'Darts']",5.97,646.0,8022.0,1590.0,6.0,Original,"Sep 25, 1990 to Feb 25, 1991"
Mobile Suit Gundam SEED Destiny Special Edition,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']",Special,['Mainichi Broadcasting System'],['Sunrise'],7.38,3885.0,4441.0,8709.0,4.0,Original,"May 2, 2006"
Mobile Suit Gundam SEED AfterPhase Between the Stars,"['Action', 'Mecha', 'Drama', 'Sci-Fi']",Special,,['Sunrise'],7.14,5733.0,3981.0,10866.0,1.0,Original,"Mar 26, 2004"
Uchuu no Kishi Tekkaman Blade OVA Burning Clock,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,,['Tatsunoko Production'],6.7,545.0,8438.0,1385.0,1.0,Unknown,"Nov 30, 1999"
Uchuu no Kishi Tekkaman Blade OVA Twin Blood,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,,,7.13,1049.0,6868.0,2831.0,1.0,Unknown,"Nov 17, 1994"
Mobile Suit SD Gundam Mk I,"['Mecha', 'Parody', 'Sci-Fi']",Special,,['Sunrise'],6.45,1201.0,6804.0,2809.0,3.0,Unknown,"Mar 12, 1988 to May 25, 1988"
Mobile Suit SD Gundam Mk IV,"['Mecha', 'Parody', 'Sci-Fi']",OVA,,['Sunrise'],6.13,694.0,7508.0,2086.0,2.0,Unknown,"Sep 25, 1990"
Mobile Suit SD Gundam Mk III,"['Mecha', 'Parody', 'Sci-Fi']",OVA,,['Sunrise'],6.07,742.0,7473.0,2122.0,6.0,Unknown,"Mar 23, 1990"
Mobile Suit SD Gundams Counterattack,"['Comedy', 'Parody', 'Mecha']",OVA,,['Sunrise'],6.55,832.0,7316.0,2300.0,2.0,Original,"Jul 15, 1989"
Limeiro Senkitan Nankoku Yume Roman,"['Action', 'Ecchi', 'Comedy', 'Mecha']",OVA,"['KSS', 'Soft Garage']",['Studio Hibari'],6.35,773.0,7393.0,2228.0,2.0,Visual novel,"Apr 23, 2004 to Jun 25, 2004"
Limeiro Ryuukitan X,"['Harem', 'Historical', 'Supernatural', 'Drama', 'Ecchi', 'Mecha']",TV,['KSS'],['A.C.G.T.'],5.7,455.0,6866.0,2684.0,13.0,Visual novel,"Jan 5, 2005 to Mar 30, 2005"
