Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired
Daybreak Interlude,['Music'],Music,,,7.13,403.0,8951.0,763.0,1.0,Game,"Sep 11, 2017"
Ling Yu,['Fantasy'],ONA,['iQIYI'],['Haoliners Animation League'],6.74,242.0,7660.0,841.0,10.0,Novel,"Oct 22, 2015 to Dec 24, 2015"
Apron Hero,"['Music', 'Kids']",Music,['NHK'],,3.93,14.0,15084.0,39.0,1.0,Original,"Oct 1, 1995"
Uchuu no Uta,"['Music', 'Space']",Music,['NHK'],,3.83,23.0,14800.0,51.0,1.0,Original,"Apr 4, 1986"
Kana Kana ka na,['Music'],Music,['NHK'],,4.43,7.0,15860.0,28.0,1.0,Original,"Feb 7, 1978"
Hinamatsuri,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Supernatural', 'Seinen']",TV,"['Magic Capsule', 'Nippon Columbia']",['feel.'],8.01,10825.0,390.0,67105.0,12.0,Manga,"Apr 6, 2018 to Jun 22, 2018"
Hachigatsu no Cinderella Nine,"['Music', 'Sports']",ONA,,['A-1 Pictures'],5.5,74.0,9648.0,262.0,1.0,Game,"Jul 31, 2016"
Robot Girls Z Fukkatsu no Chika Teikoku Robot Girls Z vs Nazo no Sandai Shuyaku Robo,"['Comedy', 'Mecha', 'Parody']",OVA,,,6.3020924157074045,11913.731535105117,10706.0,0.0,1.0,Original,"Jan 10, 2018"
Oniichan ni Natchatta,['Music'],Music,['NHK'],,2.75,8.0,15878.0,28.0,1.0,Original,"Feb 1, 1984"
Oniichan Zurui,['Music'],Music,['NHK'],,3.0,8.0,15818.0,28.0,1.0,Original,"Oct 2, 1987"
Oyama no Taishou,['Music'],Music,['NHK'],,2.43,7.0,15741.0,29.0,1.0,Original,"Jun 8, 1967"
Candy no Yume,"['Music', 'Kids']",Music,['NHK'],,4.16,25.0,15027.0,57.0,1.0,Original,"Dec 2, 1978"
Zutto Mae kara Suki deshita Kokuhaku Jikkou Iinkai  Kinyoubi no Ohayou,"['Romance', 'School']",Special,['Aniplex'],,7.03,1185.0,4634.0,4932.0,1.0,Music,"Oct 26, 2016"
Blade Runner Black Out 2022,"['Sci-Fi', 'Thriller']",ONA,,['Cygames'],7.08,7901.0,3136.0,13970.0,1.0,Other,"Sep 26, 2017"
Butlers Chitose Momotose Monogatari,"['Comedy', 'School', 'Supernatural']",TV,"['Lantis', 'Kadokawa Shoten']",['Silver Link.'],5.79,1111.0,3340.0,12989.0,12.0,Original,"Apr 12, 2018 to Jun 28, 2018"
Gomen ne Chitchi,['Kids'],OVA,,,1.0,1.0,16040.0,26.0,1.0,Original,2000
Mirai Shouboushi Kyuuta,['Kids'],OVA,,,1.0,1.0,16093.0,24.0,1.0,Original,2002
Nyanpara no Nakamatachi,['Kids'],OVA,,,1.0,2.0,16046.0,30.0,1.0,Original,1999
Shouka Robo Zeres Fire Dragon wo Taose,"['Kids', 'Mecha', 'Sci-Fi']",OVA,,,1.0,2.0,15851.0,27.0,1.0,Original,Not available
Honou no Senshi Firegirl,"['Kids', 'Sci-Fi']",OVA,,,4.5,2.0,16029.0,26.0,1.0,Original,1997
Mushi Mushi Mura no Nakamatachi Minna Ii Toko Arun Da yo,['Kids'],OVA,,['Toei Animation'],7.67,3.0,15829.0,37.0,1.0,Original,2017
Quanzhi Fashi 2nd Season,"['Action', 'Magic', 'Fantasy', 'School']",ONA,"['Shanghai Foch Film Culture Investment', 'Tencent Penguin Pictures', 'China Literature Limited']",,6.65,6448.0,2521.0,15204.0,12.0,Novel,"Sep 15, 2017 to Dec 1, 2017"
Itsumo Kokoro ni Hohoemi wo,['Kids'],OVA,,,1.0,2.0,16042.0,27.0,1.0,Original,2004
Shippai Ippai mo Ikkai,['Kids'],OVA,,,5.33,3.0,15945.0,31.0,1.0,Original,2003
Kimari no Nai Kuni,['Kids'],OVA,,,1.0,1.0,16091.0,26.0,1.0,Original,2001
Nijiiro no Fushigina Ishi,['Kids'],OVA,,,1.0,1.0,16045.0,26.0,1.0,Original,1996
Waokun no Hane,['Kids'],OVA,,,1.0,1.0,16049.0,25.0,1.0,Original,1998
Nissin no Donbei x Kemono Friends,['Comedy'],ONA,,,6.27,503.0,7598.0,1707.0,1.0,Original,"Sep 19, 2017"
Full Metal Panic Movie 1 Boy Meets Girl,"['Action', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']",Movie,,['Gonzo'],6.3020924157074045,11913.731535105117,6469.0,0.0,1.0,Light novel,"Nov 25, 2017"
Full Metal Panic Movie 2 One Night Stand,"['Action', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']",Movie,,,6.3020924157074045,11913.731535105117,6759.0,0.0,1.0,Light novel,"Jan 13, 2018"
Full Metal Panic Movie 3 Into the Blue,"['Action', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']",Movie,,,6.3020924157074045,11913.731535105117,6761.0,0.0,1.0,Light novel,"Jan 20, 2018"
Gomennasai,"['Music', 'Kids']",Music,['NHK'],,4.46,13.0,15554.0,37.0,1.0,Original,"Oct 1, 1970"
Cats Eye Love,"['Music', 'Kids']",Music,['NHK'],,3.13,15.0,15269.0,38.0,1.0,Original,"Feb 1, 1978"
Gum Shaara,"['Music', 'Kids']",Music,['NHK'],['Three-d'],2.89,9.0,15679.0,31.0,1.0,Original,"Aug 1, 1991"
Kuma no Nuigurumi,['Music'],Music,['NHK'],,4.93,14.0,15455.0,41.0,1.0,Original,"Oct 1, 1987 to Oct 1, 1997"
Kotatsu Musume de Teketekete,['Music'],Music,['NHK'],,3.14,7.0,15684.0,29.0,1.0,Original,"Dec 2, 1988"
Gomen yo Wanwan,"['Music', 'Kids']",Music,['NHK'],,3.86,7.0,15734.0,28.0,1.0,Original,"Dec 2, 1993"
Sabishi Gariyasan Konnichiwa,['Music'],Music,['NHK'],,2.63,8.0,15764.0,28.0,1.0,Original,"Apr 5, 1978"
Saraba Seishun,['Music'],Music,['NHK'],,3.0,8.0,15765.0,29.0,1.0,Original,"Jun 4, 1975"
Snowdrop,['Music'],Music,['NHK'],,4.0,8.0,15852.0,30.0,1.0,Original,"Dec 1, 2004"
Tanoshii ne,"['Music', 'Kids']",Music,['NHK'],,3.11,9.0,15594.0,30.0,1.0,Original,"Feb 15, 1965"
Chibikko Cowboy,"['Music', 'Kids']",Music,['NHK'],,2.4,10.0,15380.0,38.0,1.0,Original,"Aug 25, 1966"
Tsubiregg Tsuburegg March,['Music'],Music,['NHK'],,2.57,7.0,15721.0,28.0,1.0,Original,"Jun 2, 1970"
TV ga Kita hi,['Music'],Music,['NHK'],,2.91,11.0,15676.0,32.0,1.0,Original,"Apr 1, 2003"
Hasami Togi,"['Music', 'Kids']",Music,['NHK'],,4.0,7.0,15515.0,30.0,1.0,Original,"Apr 7, 1965"
Bubble Bath,"['Music', 'Kids']",Music,['NHK'],,4.5,14.0,15310.0,41.0,1.0,Original,"Dec 2, 2001"
Hamburger no Tsukurikata,"['Music', 'Kids']",Music,['NHK'],,4.0,15.0,15705.0,37.0,1.0,Original,"Feb 2, 1996"
Katasumi no Uroko,"['Adventure', 'Drama', 'Fantasy']",ONA,,,6.62,37.0,11975.0,107.0,1.0,Original,"Feb 25, 2016"
Ginga Eiyuu Densetsu Die Neue These  Seiran 1,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",Movie,,,6.3020924157074045,2.0,4041.0,1986.0,1.0,Novel,"Sep 27, 2019"
Hiromi,"['Music', 'Kids']",Music,['NHK'],,3.89,9.0,15580.0,32.0,1.0,Original,"Apr, 1980"
Pink Jumon,"['Magic', 'Music']",Music,['NHK'],,4.85,13.0,15564.0,35.0,1.0,Original,"Feb 1, 2011"
Flamingo Waltz,"['Music', 'Kids']",Music,['NHK'],,3.38,8.0,15513.0,29.0,1.0,Original,"Oct 3, 1988"
Furusato no Nai Aki,"['Music', 'Kids']",Music,['NHK'],,4.0,7.0,15649.0,30.0,1.0,Original,"Aug 1, 1990"
Hedler no Yama,"['Music', 'Kids']",Music,['NHK'],,4.13,8.0,15735.0,30.0,1.0,Original,"Oct 1, 1994"
Bokunchi no Chabo,"['Music', 'Kids']",Music,['NHK'],,2.33,12.0,15351.0,35.0,1.0,Original,"Dec 3, 1980"
Hotaru Koi,"['Music', 'Kids']",Music,['NHK'],,3.0,8.0,15555.0,32.0,1.0,Original,"Jun 8, 1966"
Ponta Monogatari,"['Music', 'Supernatural']",Music,['NHK'],,3.33,9.0,15655.0,29.0,1.0,Original,"Oct 3, 1977"
Mama Gomennasai,"['Music', 'Kids']",Music,['NHK'],,2.63,8.0,15615.0,31.0,1.0,Original,"Aug 6, 1964"
Mama no Earring,['Music'],Music,['NHK'],,3.75,8.0,15780.0,30.0,1.0,Original,"Oct 2, 1990"
Mama no Kekkon,['Music'],Music,['NHK'],,3.67,9.0,15909.0,29.0,1.0,Original,"Jun 1, 2002"
Minna no Umi,['Music'],Music,['NHK'],,3.63,8.0,15893.0,29.0,1.0,Original,"Jun 1, 2006"
Meiwaku Danchi,"['Music', 'School']",Music,['NHK'],,3.55,11.0,15560.0,38.0,1.0,Original,"Apr 4, 1985"
Yasashii Kaze,['Music'],Music,['NHK'],,3.78,9.0,15643.0,35.0,1.0,Original,"Jun 2, 2003"
Yasashisa no Tamatebako,['Music'],Music,['NHK'],,3.5,10.0,15642.0,35.0,1.0,Original,"Aug 1, 1994"
Yukai na Mezamashi Tokei,['Music'],Music,['NHK'],,3.33,9.0,15690.0,31.0,1.0,Original,"Apr 4, 1974"
Reset,['Music'],Music,['NHK'],,4.0,8.0,15763.0,32.0,1.0,Original,"Feb 5, 2003"
Lu La La,['Music'],Music,['NHK'],,3.5,8.0,15559.0,30.0,1.0,Original,"Dec 2, 1996"
Waga Na wa Cowboy,['Music'],Music,['NHK'],,4.0,10.0,15486.0,32.0,1.0,Original,"Dec 2, 1971"
One Nyan Monogatari,['Music'],Music,['NHK'],,3.67,6.0,15761.0,27.0,1.0,Original,"Dec 2, 2002"
Wonderful World Ganmen Shintaisou,['Music'],Music,['NHK'],,3.63,8.0,15701.0,28.0,1.0,Original,"Oct 2, 1989"
Ichiendama no Tabigarasu,"['Adventure', 'Music', 'Samurai']",Music,['NHK'],,4.36,22.0,14749.0,49.0,1.0,Original,"Feb 2, 1990"
Ima demo Senchou to Yobarete iru Senchou no Yoru,['Music'],Music,['NHK'],,3.14,7.0,15708.0,31.0,1.0,Original,"Dec 3, 1971"
Na mo Nai Hana no Youni,['Music'],Music,['NHK'],,3.38,13.0,15458.0,38.0,1.0,Original,"Jun 1, 2000"
Yumehito Yumejin,['Music'],Music,['NHK'],,4.11,9.0,15724.0,34.0,1.0,Original,"Aug 1, 2007"
Koinu no Blue,['Music'],Music,['NHK'],,4.53,17.0,15519.0,39.0,1.0,Original,"Feb 4, 1972"
Kozou no Koushin,['Music'],Music,['NHK'],,4.31,13.0,15613.0,37.0,1.0,Original,"Feb 5, 1976"
Chiisana Tegami,"['Music', 'Kids']",Music,['NHK'],,3.0,11.0,15337.0,41.0,1.0,Original,"Aug 3, 2000"
Kawa wa Dare no Mono,['Music'],Music,['NHK'],,4.76,29.0,14880.0,63.0,1.0,Original,"Dec 1, 1995"
Attakai Fuyu Canada,['Slice of Life'],ONA,['CoMix Wave Films'],,6.44,140.0,10341.0,382.0,1.0,Original,"Sep 25, 2017"
Zhandou Wang Zhi Jufeng Zhan Hun,"['Action', 'Kids', 'Shounen']",TV,,,6.4,10.0,13310.0,85.0,52.0,Original,"Aug 23, 2012 to Aug 18, 2013"
Princess Principal Ange Report,"['Action', 'Mystery']",ONA,,"['Actas', 'Studio 3Hz']",6.63,539.0,5807.0,4073.0,1.0,Original,"Sep 16, 2017"
Zhandou Wang Zhi Jufeng Zhan Hun 3,"['Action', 'Kids', 'Shounen']",TV,,,5.78,9.0,14406.0,62.0,40.0,Original,"Sep 3, 2015 to Oct 12, 2015"
Zhen Gyi Hong Shi,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Mecha']",TV,,,6.25,8.0,12528.0,147.0,52.0,Unknown,"Oct 4, 2014 to Nov, 2014"
Mobile Suit Gundam Twilight Axis  Akaki Zanei,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",Movie,,['Sunrise'],6.27,81.0,7795.0,1439.0,1.0,Novel,"Nov 18, 2017"
Ku Pao Ying Xiong,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic']",TV,['Tencent Penguin Pictures'],['G.CMay Animation &amp; Film'],6.01,133.0,7027.0,2245.0,26.0,Game,"Sep 2, 2017 to Feb 17, 2018"
Bokura no Ashita Freeter no Genjou ni Kansuru Wakamono e no Shuuchi Kouhou Jigyou,['Slice of Life'],ONA,,,4.0,16.0,14872.0,67.0,1.0,Original,"Nov 24, 2015"
Touken Ranbu Hanamaru  Makuai Kaisouroku,"['Action', 'Slice of Life', 'Comedy', 'Historical', 'Drama', 'Fantasy']",Movie,,['Doga Kobo'],6.57,117.0,6247.0,3522.0,1.0,Card game,"Dec 1, 2017"
Still,['Music'],Music,,,5.86,167.0,10630.0,342.0,1.0,Original,"Jul 3, 2017"
Wo De Tian Jie Nv You,"['Adventure', 'Super Power', 'Supernatural', 'Romance', 'Fantasy']",ONA,"['Tencent Animation', 'KJJ Animation']",,6.8,1342.0,4080.0,4408.0,15.0,Web manga,"Sep 20, 2017 to Jan 4, 2018"
Boku no Hero Academia 3rd Season,"['Action', 'Comedy', 'School', 'Shounen', 'Super Power']",TV,['Shueisha'],['Bones'],8.71,41086.0,60.0,271533.0,25.0,Manga,"Apr 7, 2018 to Sep 29, 2018"
Pakomane Watashi Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu The Animation,['Hentai'],OVA,,,6.63,619.0,7328.0,1574.0,1.0,Visual novel,"Dec 12, 2017"
Digimon Adventure tri 6 Bokura no Mirai,"['Action', 'Adventure', 'Comedy', 'Drama']",Movie,,['Toei Animation'],8.0,1.0,2779.0,13120.0,1.0,Original,"May 5, 2018"
Shoujo Shuumatsu Jugyou,"['Comedy', 'Parody', 'School']",ONA,['Kadokawa'],['Studio PuYUKAI'],6.52,1894.0,4986.0,4968.0,12.0,Manga,"Oct 6, 2017 to Dec 22, 2017"
Tadakun wa Koi wo Shinai,"['Slice of Life', 'Comedy', 'Romance']",TV,,['Doga Kobo'],7.48,8900.0,801.0,65912.0,12.0,Original,"Apr 5, 2018 to Jun 28, 2018"
Love Live Sunshine Recap,['Music'],Special,,['Sunrise'],7.03,589.0,6549.0,2098.0,1.0,Original,"Sep 30, 2017"
Sword Art Online Alternative Gun Gale Online,"['Action', 'Game', 'Military', 'Sci-Fi', 'Fantasy']",TV,,['Studio 3Hz'],7.33,18789.0,338.0,143024.0,12.0,Light novel,"Apr 8, 2018 to Jul 1, 2018"
Drifters OVA,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Fantasy', 'Seinen']",OVA,,['Hoods Drifters Studio'],7.61,4220.0,1871.0,40711.0,2.0,Manga,"Dec 23, 2017"
Princess Principal Picture Drama,"['Action', 'Drama', 'Mystery']",Special,"['Bandai Visual', 'Lantis', 'Movic', 'Medicos Entertainment']",,6.38,763.0,5662.0,3698.0,6.0,Original,"Sep 27, 2017 to Feb 23, 2018"
Lalala Lalachan Uchuu ni Muchuu,"['Adventure', 'Kids', 'Fantasy']",TV,,['Usagi Ou'],5.0,5.0,14275.0,78.0,12.0,Other,"Oct 6, 2017 to Dec 22, 2017"
Beachside Lover,['Music'],Music,,,6.3020924157074045,11913.731535105117,14620.0,0.0,1.0,Music,"Sep 5, 2016"
Doupo Cangqiong,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Romance']",ONA,"['Tencent Penguin Pictures', 'China Literature Limited']",['Shanghai Foch Film Culture Investment'],7.41,249.0,6245.0,833.0,12.0,Novel,"Jan 7, 2017 to Apr 1, 2017"
Road to You,"['Drama', 'Romance']",ONA,,['The Answer Studio'],6.78,979.0,5730.0,3430.0,1.0,Original,"Oct 11, 2017 to ?"
Esoragoto Spiral,"['Music', 'Psychological', 'School']",Music,,,6.07,185.0,9556.0,737.0,1.0,Music,"Aug 20, 2016"
Mekakucity Records,"['Music', 'Psychological', 'Sci-Fi']",Music,,,7.71,955.0,5789.0,3174.0,3.0,Music,"May 29, 2013"
Arslan Senki TV Fuujin Ranbu  4koma Gekijou,['Comedy'],Special,,['LIDENFILMS'],6.45,194.0,6976.0,2304.0,4.0,Manga,"Sep 7, 2016 to Dec 7, 2016"
Cinderella Girls Gekijou Kayou Cinderella Theater 2nd Season,['Comedy'],ONA,"['Frontier Works', 'Half H.P Studio', 'Nippon Columbia', 'Bandai Namco Entertainment', 'Anime Consortium Japan']",['Gathering'],6.56,805.0,7124.0,1957.0,13.0,4-koma manga,"Oct 3, 2017 to Dec 26, 2017"
MahoYome Aisatsu,['Parody'],ONA,,"['W-Toon Studio', 'DMM.futureworks']",6.0,1664.0,5157.0,5011.0,1.0,Manga,"Oct 3, 2017"
MahoYome,['Parody'],ONA,,"['W-Toon Studio', 'DMM.futureworks']",6.65,1154.0,5062.0,5266.0,24.0,Manga,"Oct 10, 2017 to Mar 27, 2018"
Tokyo Ghoulre,"['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Seinen', 'Supernatural']",TV,"['Pierrot Plus', 'Shueisha']",['Studio Pierrot'],7.92,33650.0,181.0,215979.0,12.0,Manga,"Apr 3, 2018 to Jun 19, 2018"
Rokuhoudou Yotsuiro Biyori,"['Slice of Life', 'Seinen']",TV,,['Zexcs'],7.14,1198.0,3320.0,9208.0,12.0,Manga,"Apr 11, 2018 to Jun 27, 2018"
Dies Irae To the Ring Reincarnation,"['Action', 'Super Power', 'Magic']",ONA,"['Genco', 'DMM pictures', 'Greenwood', 'My Theater D.D.', 'Brave Hearts', 'Crunchyroll SC Anime Fund']",['A.C.G.T.'],6.3020924157074045,11913.731535105117,3741.0,6705.0,6.0,Visual novel,"Jul 1, 2018"
Beatless,"['Action', 'Drama', 'Romance', 'Sci-Fi']",TV,"['Kadokawa Shoten', 'Mainichi Broadcasting System', 'Sony Music Entertainment', 'Good Smile Company', 'Animatic']",['Diomedea'],6.15,13986.0,994.0,81498.0,24.0,Novel,"Jan 13, 2018 to Jun 30, 2018"
Ninja Batman,"['Action', 'Martial Arts', 'Samurai']",OVA,,['Kamikaze Douga'],6.71,2505.0,2536.0,15943.0,1.0,Other,"Jun 15, 2018"
Koikishi PurelyKiss The Animation Special Edition,['Romance'],Special,"['Pink Pineapple', 'NHK']",['Seven'],6.5,124.0,8908.0,731.0,1.0,Visual novel,"Jun 30, 2017"
Pikotarou no Lullaby Lullaby,['Comedy'],ONA,,['DLE'],5.33,551.0,8940.0,1005.0,3.0,Original,"Jul 17, 2017 to Jul 26, 2017"
Ling Qi 2,"['Action', 'Comedy', 'Supernatural', 'Magic', 'Shounen Ai']",TV,['Tencent Animation'],['Haoliners Animation League'],7.59,1277.0,3260.0,8675.0,12.0,Web manga,"Feb 23, 2018 to May 11, 2018"
Dies Irae Reimei,"['Action', 'Super Power', 'Magic']",Special,"['Genco', 'DMM pictures', 'Greenwood', 'Brave Hearts', 'Crunchyroll SC Anime Fund']",['A.C.G.T.'],5.44,9571.0,3270.0,15285.0,1.0,Visual novel,"Oct 7, 2017"
Kakyuusei TV Hajimemashite Tina,"['Sci-Fi', 'Romance', 'School']",Special,['Pink Pineapple'],,5.65,43.0,11647.0,198.0,1.0,Visual novel,"Mar 24, 2000"
The iDOLMSTER SideM 315 Variety Pack Made In Passion,['Music'],Special,"['Aniplex', 'Lantis', 'Bandai Namco Live Creative', 'Bandai Namco Entertainment', 'ABC Animation']",['A-1 Pictures'],6.3020924157074045,11913.731535105117,7845.0,1571.0,1.0,Game,"Jun 27, 2018"
Porong Porong Pororo 6,['Kids'],TV,,,5.29,7.0,15079.0,47.0,26.0,Original,"Mar 2, 2016 to May 26, 2016"
Starmyu in Halloween,"['Music', 'School', 'Slice of Life']",OVA,['NBCUniversal Entertainment Japan'],,6.3020924157074045,11913.731535105117,7409.0,1352.0,1.0,Original,"Oct 24, 2018"
Natsume Yuujinchou Movie Utsusemi ni Musubu,"['Slice of Life', 'Supernatural', 'Drama', 'Fantasy', 'Shoujo']",Movie,,['Shuka'],6.3020924157074045,11913.731535105117,2681.0,11683.0,1.0,Manga,"Sep 29, 2018"
Tsuki ga Kirei Special,"['Comedy', 'Romance', 'School']",Special,"['Sotsu', 'flying DOG']",['feel.'],7.32,5205.0,3459.0,11930.0,1.0,Original,"Sep 27, 2017"
Boku wa Robotgoshi no Kimi ni Koi wo Suru,"['Sci-Fi', 'Romance']",Special,['Kawade Shobo Shinsha'],['A-1 Pictures'],6.46,289.0,7251.0,1536.0,1.0,Novel,"Oct 21, 2017"
GJ8man Soushuuhen,"['Comedy', 'Parody', 'Super Power']",ONA,,,4.53,15.0,14499.0,84.0,1.0,Original,"Oct 8, 2017 to ?"
Heibai Wushang 2nd Season,"['Action', 'Comedy', 'Supernatural']",ONA,"['bilibili', 'Wawayu Animation']",,6.65,76.0,9193.0,392.0,12.0,Manga,"Aug 5, 2017 to Oct 14, 2017"
Huyao Xiao Hongniang Qian Yan,"['Comedy', 'Historical', 'Supernatural', 'Romance']",ONA,['Tencent Animation'],['Haoliners Animation League'],7.7,601.0,6097.0,2103.0,15.0,Manga,"Feb 24, 2017 to Jun 2, 2017"
Kokkoku,"['Psychological', 'Supernatural', 'Drama', 'Mystery', 'Seinen']",TV,['Twin Engine'],['Geno Studio'],7.23,27694.0,942.0,86537.0,12.0,Manga,"Jan 8, 2018 to Mar 26, 2018"
Lalala Lalachan,"['Adventure', 'Fantasy', 'Kids']",ONA,,['Usagi Ou'],5.33,9.0,14920.0,47.0,24.0,Original,"Mar 21, 2015 to Feb 26, 2016"
Lalala Lalachan Mini,"['Kids', 'Parody']",ONA,,['Usagi Ou'],4.22,9.0,15071.0,46.0,24.0,Original,"Mar 26, 2015 to Feb 11, 2016"
Lalala Lalachan Patapata Daisensou,"['Adventure', 'Fantasy', 'Kids']",TV,,['Usagi Ou'],4.88,8.0,14755.0,54.0,12.0,Original,"Oct 21, 2016 to Jan 13, 2017"
Nissin Cup Noodles China x Gintama,['Comedy'],ONA,,,7.17,718.0,5974.0,2963.0,3.0,Manga,"Aug 29, 2017 to Nov 23, 2017"
Boku no Kanojo ga Majimesugiru Shobitch na Ken OVA,"['Comedy', 'Romance', 'School']",OVA,,,6.58,203.0,3088.0,11013.0,2.0,Web manga,"Mar 26, 2018"
Doupo Cangqiong Specials,"['Action', 'Adventure', 'Demons', 'Fantasy']",ONA,"['Tencent Penguin Pictures', 'China Literature Limited', 'Shanghai Motion Magic']",,6.91,104.0,8834.0,268.0,2.0,Novel,"Sep 30, 2017 to Oct 7, 2017"
Megalo Box,"['Action', 'Drama', 'Sci-Fi', 'Shounen', 'Slice of Life', 'Sports']",TV,,['TMS Entertainment'],8.45,16863.0,413.0,94427.0,13.0,Original,"Apr 6, 2018 to Jun 29, 2018"
Kamiusagi Rope x Boruto Naruto Next Generations,"['Slice of Life', 'Comedy']",ONA,['Toho'],,5.77,375.0,6503.0,2455.0,1.0,Other,"Oct 12, 2017"
Crayon Shinchan Movie 26 Bakumori Kung Fu Boys  Ramen Tairan,"['Comedy', 'Seinen']",Movie,"['TV Asahi', 'Asatsu DK']",['Shin-Ei Animation'],6.8,5.0,9829.0,474.0,1.0,Manga,"Apr 13, 2018"
Nanatsu no Taizai Tsumi no Kokuhaku Dennou Grimoire,"['Comedy', 'Parody']",ONA,,['KIZAWA Studio'],6.3,209.0,6505.0,2544.0,10.0,Other,"Sep 30, 2016 to Mar 3, 2017"
Nanocore 3rd Season,"['Action', 'Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",ONA,,['Coastline Animation Studio'],6.6,10.0,12333.0,124.0,20.0,Original,"Aug 2, 2017 to Dec 20, 2017"
Neko Neko Gong Show,['Kids'],ONA,,['dwarf'],4.83,12.0,15365.0,44.0,6.0,Original,"Aug 13, 2015 to Nov 16, 2015"
dwarf Movie Lab,['Kids'],ONA,,['dwarf'],3.95,22.0,14537.0,78.0,13.0,Other,"May 2, 2014"
Weaving,['Fantasy'],ONA,,['dwarf'],4.56,34.0,13825.0,92.0,1.0,Original,"Aug 15, 2017"
PLUG THe NeW WORLD,['Fantasy'],ONA,,['dwarf'],4.86,28.0,14236.0,74.0,1.0,Original,"Jul 30, 2011"
Dungeon Meshi,['Fantasy'],ONA,['Kadokawa'],['dwarf'],5.79,109.0,9929.0,281.0,1.0,Manga,"Jul 31, 2017 to Sep 4, 2019"
Monogatari no Aru Satou,['Romance'],ONA,,['dwarf'],5.49,45.0,12620.0,149.0,1.0,Original,"Oct 10, 2017"
Fettu to Ccine to Gummi Seijin,['Comedy'],ONA,,['Pops Inc.'],2.86,14.0,15255.0,49.0,1.0,Original,"Mar, 2015"
Boku wa Shitteru yo,['Slice of Life'],ONA,,['Pops Inc.'],4.28,25.0,14208.0,77.0,1.0,Original,"Jun 21, 2017"
Peace Shitenchou,['Comedy'],ONA,,['Pops Inc.'],4.64,14.0,15743.0,44.0,5.0,Other,"Dec 14, 2014 to Feb 13, 2015"
Life Jinsei no Taisetsu na Toki ni,['Slice of Life'],ONA,,['dwarf'],4.91,23.0,14813.0,57.0,1.0,Original,"Mar 28, 2013"
Nishio no Yatsuzou,['Samurai'],Special,,,3.36,11.0,15461.0,28.0,1.0,Original,"May 1, 2014"
Ki de Tsukurou,['Slice of Life'],ONA,,,4.38,21.0,14811.0,61.0,1.0,Original,"Nov 27, 2013"
Sougou Medical Koushiki,['Drama'],ONA,,['Pops Inc.'],5.86,21.0,15021.0,64.0,2.0,Original,"Apr 9, 2016 to Sep 23, 2016"
Kinyoubi no Yakusoku,['Drama'],ONA,,['Pops Inc.'],5.45,22.0,14441.0,71.0,1.0,Original,"Mar 23, 2016"
Kero Kero Keroppi no Bokura no Ohimesama,"['Kids', 'Fantasy']",OVA,['Sanrio'],,5.17,6.0,15668.0,30.0,1.0,Unknown,1993
High  Low GSword OVA,"['Action', 'Drama', 'Shounen']",OVA,,,6.3020924157074045,11913.731535105117,15005.0,0.0,1.0,Other,"Oct 17, 2017"
Brilliant Better,['Music'],Music,['Sega'],,5.5,163.0,10512.0,314.0,1.0,Original,"Sep 21, 2016"
Fortissimo Bell,['Music'],Music,['Sega'],,5.31,120.0,11074.0,223.0,1.0,Original,"Feb 5, 2017"
Watashi no Naka no Gensouteki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,['Music'],Music,,,5.45,116.0,10989.0,225.0,1.0,Original,"Feb 24, 2017"
Detarame Rock  Roll Theory,['Music'],Music,['Sega'],,5.43,124.0,10959.0,227.0,1.0,Original,"Feb 13, 2017"
Heart Beat,['Music'],Music,['Sega'],,5.51,115.0,11153.0,217.0,1.0,Original,"Nov 1, 2016"
Muteki We Are One,['Music'],Music,['Sega'],,5.45,117.0,10977.0,223.0,1.0,Original,"Jun 19, 2016"
Dokidoki Dream,['Music'],Music,['Sega'],,5.63,119.0,11022.0,226.0,1.0,Original,"Aug 16, 2016"
Moushin Soloist Life,['Music'],Music,['Sega'],,5.27,109.0,11295.0,201.0,1.0,Original,"Oct 20, 2016"
My Dearest Song,['Music'],Music,['Sega'],,5.52,114.0,11125.0,215.0,1.0,Original,"Nov 30, 2016"
Neko Matsuri,['Music'],Music,['Sega'],,5.82,121.0,10571.0,251.0,1.0,Original,"Feb 5, 2017"
Bang Babang Bang,['Music'],Music,['Sega'],,5.29,136.0,10215.0,297.0,1.0,Original,"Mar 22, 2017"
Tic Tac Dreamin,['Music'],Music,['Sega'],,5.31,117.0,10931.0,234.0,1.0,Original,"Apr 16, 2017"
